Reg. #,Brand,Generic,Form,Packing,Size,Manufacturer_ID
 ,MEGAPIME,Cefepime [500 mg],Inj,Vial,1,80
 ,MEGAPIME,Cefepime [1 g],Inj,Vial,1,80
 ,MICORAL,Miconazole (Nitrate) [0 g],Gel,20g,1,80
39328,NO DROSE,Ebastine [10 mg],Tabs,10s,10,80
66384,RYZOL,Fluconazole [150 mg],Caps,1s,1,80
 ,TACZAM,Tacrolimus [0.03 %w/w],Oint,5g,1,80
 ,ACUSEF,Cefadroxil [500 mg],Caps,12s,12,81
13548,AMINOPHYLLINE,Aminophylline [25 mg/ml],Inj,10mlx50s,50,81
3424,AMMONIUM CHLORIDE,"Ammonium Chloride [100 mg/5ml], Chlorpheniramine (Maleate) [2 mg/5ml], Ephedrine [7 mg/5ml], Menthol [1 mg/5ml], Sodium Citrate [60 mg/5ml]",Syrup,120ml,1,81
3424,AMMONIUM CHLORIDE,"Ammonium Chloride [100 mg/5ml], Chlorpheniramine (Maleate) [2 mg/5ml], Ephedrine [7 mg/5ml], Menthol [1 mg/5ml], Sodium Citrate [60 mg/5ml]",Syrup,450ml,1,81
3424,AMMONIUM CHLORIDE,"Ammonium Chloride [100 mg/5ml], Chlorpheniramine (Maleate) [2 mg/5ml], Ephedrine [7 mg/5ml], Menthol [1 mg/5ml], Sodium Citrate [60 mg/5ml]",Syrup,60ml,1,81
 ,ANTAZOLINE,Antazoline [0 ],Tabs,5x20s,100,81
2337,ASPIRIN,Aspirin [300 mg],Tabs,25x10s,250,81
22337,ASPIRIN,Aspirin [300 mg],Tabs,1000s,1000,81
5801,ATROPINE,Atropine (Sulphate) [1 %w/w],Eye Oint,3.5g,1,81
1741,ATROPINE,Atropine (Sulphate) [1 %w/v],Eye Drops,10ml,1,81
1471,ATROPISOLE,Atropine (Sulphate) [1 %w/v],Eye Drops,10ml,1,81
1471,ATROPISOLE,Atropine (Sulphate) [1 %w/v],Eye Drops,15ml,1,81
 ,BACTRIZOLE DS,"Sulphamethoxazole [800 mg], Trimethoprim [160 mg]",Tabs,10x10s,100,81
2929,BISACODYL,Bisacodyl [5 mg],Tabs,5x20s,100,81
2929,BISACODYL,Bisacodyl [5 mg],Tabs,100s,100,81
7268,BUPICAIN,Bupivacaine (HCl) [5 mg/ml],Inj,10mlx10s,10,81
7268,BUPICAIN,Bupivacaine (HCl) [5 mg/ml],Inj,5mlx5s,5,81
7268,BUPICAIN,Bupivacaine (HCl) [5 mg/ml],Inj,20mlx1s,1,81
25865,BUPICAIN SP,"Bupivacaine (HCl) [7.5 mg/ml], Glucose [8.25 %w/v]",Inj,2mlx5s,5,81
6123,CALCIUM CHLORIDE,Calcium Chloride [200 mg/ml],Inj,10mlx10s,10,81
6122,CARDIOPLEGIA,"Magnesium Chloride [3.25 mg/10ml], Potassium Chloride [1.19 mg/10ml], Procaine [0.27 mg/10ml]",Inj,10mlx10s,10,81
28131,CEFTACIN,Ceftazidime [250 mg],Inj,Vial,1,81
28132,CEFTACIN,Ceftazidime [500 mg],Inj,Vial,1,81
28133,CEFTACIN,Ceftazidime [1 g],Inj,Vial,1,81
12602,CEPALEX,Cephalexin (Monohydrate) [250 mg],Caps,12s,12,81
12601,CEPALEX,Cephalexin (Monohydrate) [500 mg],Caps,12s,12,81
5584,CHLORAMPHENICOL,Chloramphenicol [250 mg],Caps,12s,12,81
5584,CHLORAMPHENICOL,Chloramphenicol [250 mg],Caps,500s,500,81
5584,CHLORAMPHENICOL,Chloramphenicol [250 mg],Caps,1000s,1000,81
5584,CHLORAMPHENICOL,Chloramphenicol [250 mg],Caps,10x12s,120,81
5802,CHLORAMPHENICOL,Chloramphenicol [1 %w/w],Eye Oint,5g,1,81
5387,CHLORAMPHENICOL,Chloramphenicol [1 g],Inj,Vial,1,81
5391,CHLORAMPHENICOL,Chloramphenicol [125 mg/5ml],Susp,60ml,1,81
2347,CHLOROHIST,"Ammonium Chloride [131.5 mg/5ml], Diphenhydramine [13.5 mg/5ml], Menthol [1 mg/5ml], Sodium Acid Citrate [55 mg/5ml]",Syrup,120ml,1,81
2347,CHLOROHIST,"Ammonium Chloride [131.5 mg/5ml], Diphenhydramine [13.5 mg/5ml], Menthol [1 mg/5ml], Sodium Acid Citrate [55 mg/5ml]",Syrup,450ml,1,81
5798,CHLOROQUINE,Chloroquine [40 mg/ml],Inj,5mlx100s,100,81
2340,CHLOROQUINE,Chloroquine [250 mg],Tabs,25x10s,250,81
2340,CHLOROQUINE,Chloroquine [250 mg],Tabs,50x10s,500,81
2340,CHLOROQUINE,Chloroquine [250 mg],Tabs,1000s,1000,81
 ,CIMONIL,Cefixime [400 mg],Caps,5s,5,81
 ,CIMONIL,Cefixime [100 mg/5ml],Susp,30ml,1,81
 ,CINCHOCAINE,Cinchocaine [5 mg/ml],Inj,3mlx10s,10,81
 ,CLENDERM,Beclomethasone (Dipropionate) [0.025 %w/v],Cream,5g,1,81
 ,CLENDERM,Beclomethasone (Dipropionate) [0.025 %w/v],Cream,15g,1,81
 ,CLENIGEN OTO,"Beclomethasone (Dipropionate) [0.025 %w/v], Gentamicin [0.3 %w/v]",Ear Drops,10ml,1,81
5507,CLOFER,Clomiphene (Citrate) [50 mg],Tabs,3x10s,30,81
3963,COLCHICINE,Colchicine [0.5 mg],Tabs,100s,100,81
2348,COMBIPLEX,"Calcium Pantothenate [1 mg/5ml], Cyanocobalamin [0.5 mcg/5ml], Folic Acid [0.25 mg/5ml], Nicotinamide [25 mg/5ml], Pyridoxine [0.5 mg/5ml], Riboflavin (Vitamin B2) [1.25 mg/5ml], Thiamine HCl (Vitamin B1) [4.5 mg/5ml]",Syrup,115ml,1,81
2339,COMBIPLEX FORTE,"Biotin [0.15 mg], Calcium Pantothenate [25 mg], Cyanocobalamin [10 mcg], Nicotinamide [50 mg], Pyridoxine [10 mg], Ribavirin [15 mg], Thiamine HCl (Vitamin B1) [15 mg]",Tabs,2x10s,20,81
21691,CURACAP-T,"Ascorbic Acid [300 mg], Calcifediol [500 IU], Calcium [50 mg], Calcium Pantothenate [20 mg], Copper [1 mg], Cyanocobalamin [4 mcg], Iodine [150 mcg], Iron Salts [10 mg], Magnesium Oxides and Hydroxides [6 mg], Manganese [1 mg], Nicotinamide [100 mg], Potassium Salts [5 mg], Pyridoxine [2 mg], Retinol (Vitamin A) [1.5 mg], Riboflavin (Vitamin B2) [10 mg], Thiamine HCl (Vitamin B1) [10 mg]",Tabs,2x10s,20,81
8759,CYTOTREXATE,Methotrexate [2.5 mg],Tabs,100s,100,81
26743,CYTOTREXATE,Methotrexate [10 mg],Tabs,100s,100,81
26743,CYTOTREXATE,Methotrexate [10 mg],Tabs,10s,10,81
1873,DARROW'S SOLUTION,"Potassium Chloride [2.6 g/L], Sodium Chloride [4 g/L], Sodium Lactate [5.9 g/L]",Inf,1000ml,1,81
1873,DARROW'S SOLUTION,"Potassium Chloride [2.6 g/L], Sodium Chloride [2.6 g/L], Sodium Lactate [5.9 g/L]",Inf,500ml,1,81
2355,DEXTROSE 10%,Glucose [10 %w/v],Inf,500ml,1,81
2355,DEXTROSE 10%,Glucose [10 %w/v],Inf,1000ml,1,81
 ,DEXTROSE 4.3%+0.9% NACL,"Glucose [4.3 %w/v], Sodium Chloride [0.9 %w/v]",Inj,1000ml,1,81
1746,DEXTROSE 5%,Glucose [5 %w/v],Inf,1000ml,1,81
1746,DEXTROSE 5%,Glucose [5 %w/v],Inf,500ml,1,81
1748,DEXTROSE 5%+0.9 % NACL,"Glucose [5 %w/v], Sodium Chloride [0.9 %w/v]",Inf,1000ml,1,81
1748,DEXTROSE 5%+0.9 % NACL,"Glucose [5 %w/v], Sodium Chloride [0.9 %w/v]",Inf,500ml,1,81
3438,DIAZEPAM,Diazepam [2 mg],Tabs,1000s,1000,81
3439,DIAZEPAM,Diazepam [5 mg],Tabs,1000s,1000,81
3438,DIAZEPAM,Diazepam [2 mg],Tabs,30s,30,81
3439,DIAZEPAM,Diazepam [5 mg],Tabs,30s,30,81
3438,DIAZEPAM,Diazepam [2 mg],Tabs,100s,100,81
3439,DIAZEPAM,Diazepam [5 mg],Tabs,100s,100,81
3439,DIAZEPAM,Diazepam [5 mg],Tabs,25s,25,81
1776,DIPYRON,Dipyrone [500 mg],Tabs,25x10s,250,81
1776,DIPYRON,Dipyrone [500 mg],Tabs,1000s,1000,81
5935,DOPAMINE,Dopamine (HCl) [40 mg/ml],Inj,5ml,1,81
 ,ERGOMETRINE,Ergometrine (Maleate) [0 ],Inj,100x1ml,100,81
 ,ERIC,Nimesulide [100 mg],Tabs,2x10s,20,81
2341,ERYTHROMYCIN,Erythromycin [250 mg],Caps,10x10s,100,81
3432,ETHAMBUTOL,Ethambutol (HCl) [400 mg],Tabs,100s,100,81
3432,ETHAMBUTOL,Ethambutol (HCl) [400 mg],Tabs,50s,50,81
3432,ETHAMBUTOL,Ethambutol (HCl) [400 mg],Tabs,500s,500,81
3432,ETHAMBUTOL,Ethambutol (HCl) [400 mg],Tabs,10x10s,100,81
3432,ETIBI INH,"Ethambutol (HCl) [300 mg], Isoniazid [100 mg]",Tabs,10x10s,100,81
 ,FELIX,Fluoxetine (HCl) [20 mg],Caps,10s,10,81
21690,FLURITAB,Flurbiprofen [100 mg],Tabs,3x10s,30,81
5794,FRUSEMIDE,Frusemide or Furosemide [10 mg/ml],Inj,2mlx10s,10,81
5794,FRUSEMIDE,Frusemide or Furosemide [10 mg/ml],Inj,2mlx50s,50,81
1749,FRUSEMIDE,Frusemide or Furosemide [40 mg],Tabs,5x20s,100,81
1749,FRUSEMIDE,Frusemide or Furosemide [40 mg],Tabs,1000s,1000,81
5794,FRUSEMIDE,Frusemide or Furosemide [10 mg/ml],Inj,2mlx100s,100,81
6665,GENTAMICIN,Gentamicin [0.3 %w/v],E and E Drops,7.5ml,1,81
4609,GENTAMICIN,Gentamicin [40 mg/ml],Inj,1mlx3s,3,81
4609,GENTAMICIN,Gentamicin [40 mg/ml],Inj,2mlx2s,2,81
 ,GENTAPATH,Gentamicin [10 mg/ml],Inj,2ml,1,81
12598,GLUCODAL,Metformin (HCl) [500 mg],Tabs,5x10s,50,81
7729,GLYCODIN,"Chlorpheniramine (Maleate) [4 mg/5ml], Dextromethorphan [15 mg/5ml], Ephedrine [5 mg/5ml], Guaifenesin [100 mg/5ml]",Syrup,120ml,1,81
7729,GLYCODIN,"Chlorpheniramine (Maleate) [4 mg/5ml], Dextromethorphan [15 mg/5ml], Ephedrine [5 mg/5ml], Guaifenesin [100 mg/5ml]",Syrup,60ml,1,81
7729,GLYCODIN,"Chlorpheniramine (Maleate) [4 mg/5ml], Dextromethorphan [15 mg/5ml], Ephedrine [5 mg/5ml], Guaifenesin [100 mg/5ml]",Syrup,450ml,1,81
28136,GOMAL,Quinine [300 mg/ml],Inj,1mlx50s,50,81
25672,GYNOGEL,Metronidazole [0.75 %w/w],Gel,75g,1,81
12667,GYNORIT,"Ethinyloestradiol [0.02 mg], Norethisterone [10 mg]",Tabs,2s,2,81
1874,HARTMANN`S SOLUTION,"Calcium Chloride [0.2 g/L], Potassium Chloride [0.04 g/L], Sodium Chloride [6 g/L], Sodium Lactate [0.32 g/L]",Inf,500ml,1,81
1874,HARTMANN`S SOLUTION,"Calcium Chloride [0.2 g/L], Potassium Chloride [0.04 g/L], Sodium Chloride [6 g/L], Sodium Lactate [0.32 g/L]",Inf,1000ml,1,81
 ,HELMOX,Mebendazole [100 mg],Tabs,6s,6,81
5018,HYDROCORTISONE,Hydrocortisone [1 %w/v],Eye Drops,5ml,1,81
3084,HYOSPAN,"Dipyrone [200 mg/ml], Hyoscine (Butylbromide) [4 mg/ml]",Inj,5mlx30s,30,81
1750,HYOSPAN,"Dipyrone [250 mg], Hyoscine (Butylbromide) [10 mg]",Tabs,10x10s,100,81
1750,HYOSPAN,"Dipyrone [250 mg], Hyoscine (Butylbromide) [10 mg]",Tabs,1000s,1000,81
5818,HYPERTONIC SOLUTION FOR P.D,Glucose [5 %w/v],Soln,1000ml,1,81
5818,HYPERTONIC SOLUTION FOR P.D,Glucose [5 %w/v],Soln,2000ml,1,81
1764,ISONEFRINE,Phenylephrine (HCl) [10 %w/v],Eye Drops,5ml,1,81
1764,ISONEFRINE,Phenylephrine (HCl) [10 %w/v],Eye Drops,10ml,1,81
1751,ISONIAZID,Isoniazid [100 mg],Tabs,1000s,1000,81
1751,ISONIAZID,Isoniazid [100 mg],Tabs,100s,100,81
1751,ISONIAZID,Isoniazid [100 mg],Tabs,200s,200,81
 ,ISOTONIC,Peritoneal Dialysis Fluids [0 ],Soln,1000 ml,1,81
 ,ISOTONIC,Peritoneal Dialysis Fluids [0 ],Soln,2000 ml,1,81
 ,KAMOLINE,Citicoline [125 mg/ml],Inj,2mlx1s,1,81
 ,KAOLIN,"Boric Acid [45 g/kg], Glycerin [425 g/kg], Kaolin [52.7 g/kg], Salicylic Acid [2 g/kg]",Poultice,100g,1,81
 ,KAOLIN,"Boric Acid [45 g/kg], Glycerin [425 g/kg], Kaolin [52.7 g/kg], Salicylic Acid [2 g/kg]",Poultice,200g,1,81
 ,KAOLIN,"Boric Acid [45 g/kg], Glycerin [425 g/kg], Kaolin [52.7 g/kg], Salicylic Acid [2 g/kg]",Poultice,400g,1,81
 ,LIBOR,Ceftriaxone (Na) [250 mg],Inj,Vial,1,81
 ,LIBOR,Ceftriaxone (Na) [500 mg],Inj,Vial,1,81
 ,LIBOR,Ceftriaxone (Na) [1 g],Inj,Vial,1,81
4875,LIGNOCAINE,Lignocaine [2 %w/w],Gel,15g,1,81
 ,LIGNOCAINE WITH ADRENALINE,"Adrenaline [0.001 %w/v], Lignocaine [20 mg/ml]",Inj,10mlx50s,50,81
12670,LUKODERMINE,Methoxsalen [1 %w/w],Oint,30g,1,81
5936,LUKODERMINE,Methoxsalen [10 mg],Tabs,30s,30,81
1771,LYSOPLEX,"Calcium Pantothenate [2.5 mg/5ml], Cyanocobalamin [8.33 mcg/5ml], Inositol [5 mg/5ml], Lysine [33.33 mg/5ml], Nicotinamide [18 mg/5ml], Pyridoxine [1 mg/5ml], Riboflavin (Vitamin B2) [1.666 mg/5ml], Thiamine HCl (Vitamin B1) [4.16 mg/5ml]",Syrup,120ml,1,81
1771,LYSOPLEX,"Calcium Pantothenate [2.5 mg/5ml], Cyanocobalamin [8.33 mcg/5ml], Inositol [5 mg/5ml], Lysine [33.33 mg/5ml], Nicotinamide [18 mg/5ml], Pyridoxine [1 mg/5ml], Riboflavin (Vitamin B2) [1.666 mg/5ml], Thiamine HCl (Vitamin B1) [4.16 mg/5ml]",Syrup,115ml,1,81
1771,LYSOPLEX,"Calcium Pantothenate [2.5 mg/5ml], Cyanocobalamin [8.33 mcg/5ml], Inositol [5 mg/5ml], Lysine [33.33 mg/5ml], Nicotinamide [18 mg/5ml], Pyridoxine [1 mg/5ml], Riboflavin (Vitamin B2) [1.666 mg/5ml], Thiamine HCl (Vitamin B1) [4.16 mg/5ml]",Syrup,500ml,1,81
2917,MANNITOL,Mannitol [20 %w/v],Inj,500ml,1,81
6563,MANNITOL,Mannitol [10 %w/v],Inj,1000ml,1,81
25489,MECLOR,Cefaclor (Monohydrate) [125 mg/5ml],Susp,60ml,1,81
25490,MECLOR,Cefaclor (Monohydrate) [250 mg/5ml],Susp,60ml,1,81
23752,MECLOR,Cefaclor (Monohydrate) [500 mg],Caps,12s,12,81
23751,MECLOR,Cefaclor (Monohydrate) [250 mg],Caps,12s,12,81
5384,MEFENAMIC ACID,Mefenamic Acid [250 mg],Tabs,10x10s,100,81
5384,MEFENAMIC ACID,Mefenamic Acid [250 mg],Tabs,100s,100,81
5384,MEFENAMIC ACID,Mefenamic Acid [250 mg],Tabs,500s,500,81
5384,MEFENAMIC ACID,Mefenamic Acid [250 mg],Tabs,600s,600,81
5384,MEFENAMIC ACID,Mefenamic Acid [250 mg],Tabs,1000s,1000,81
 ,MERCAPTEPURINE,Mercaptopurine (Monohydrate) [50 mg],Tabs,25s,25,81
 ,MORPHINE,Morphine [15 mg/ml],Inj,1mlx100s,100,81
5588,NEOTONOPHOSE,"Testosterone (Esters) [5 mg], Tocopherol (Vitamin E) [1.5 mg], Yohimbine (HCl) [1 mg]",Tabs,4x10s,40,81
2346,OXYTETRACYCLINE,Oxytetracycline (Dihydrate) [250 mg],Caps,8s,8,81
3967,OXYTETRACYCLINE,Oxytetracycline (Dihydrate) [0.5 %w/w],Eye Oint,5g,1,81
2346,OXYTETRACYCLINE,Oxytetracycline (Dihydrate) [250 mg],Caps,10x8s,80,81
2346,OXYTETRACYCLINE,Oxytetracycline (Dihydrate) [250 mg],Caps,12s,12,81
2346,OXYTETRACYCLINE,Oxytetracycline (Dihydrate) [250 mg],Caps,16s,16,81
2346,OXYTETRACYCLINE,Oxytetracycline (Dihydrate) [250 mg],Caps,100s,100,81
2346,OXYTETRACYCLINE,Oxytetracycline (Dihydrate) [250 mg],Caps,500s,500,81
2346,OXYTETRACYCLINE,Oxytetracycline (Dihydrate) [250 mg],Caps,1000s,1000,81
3967,OXYTETRACYCLINE,Oxytetracycline (Dihydrate) [0.5 %w/w],Eye Oint,4g,1,81
3967,OXYTETRACYCLINE,Oxytetracycline (Dihydrate) [0.5 %w/w],Eye Oint,3.5g,1,81
10921,PENTAGESIC,Pentazocine [30 mg/ml],Inj,1ml x5s,5,81
,PERICID,Domperidone [10 mg],Tabs,5x10s,50,81
 ,PETHIDINE,Pethidine (HCl) [50 mg/ml],Inj,2mlx100s,100,81
3440,PREDNISOLONE,Prednisolone and Prednisone [5 mg],Tabs,3x10s,30,81
3440,PREDNISOLONE,Prednisolone and Prednisone [5 mg],Tabs,100s,100,81
3440,PREDNISOLONE,Prednisolone and Prednisone [5 mg],Tabs,1000s,1000,81
 ,PRONTOKEF,Cefoperazone [1 g],Inj,Vial,1,81
 ,PRONTOKEF,Cefoperazone [500 mg],Inj,Vial,1,81
6121,PROTAMINE SULPHATE,Protamine (Sulphate) [10 mg/ml],Inj,5mlx10s,10,81
 ,PROTOHIB,Esomeprazole [20 mg],Tabs,14s,14,81
 ,PROTOHIB,Esomeprazole [40 mg],Tabs,14s,14,81
1760,PYRAZINAMIDE,Pyrazinamide [500 mg],Tabs,5x10s,50,81
1760,PYRAZINAMIDE,Pyrazinamide [500 mg],Tabs,100s,100,81
1760,PYRAZINAMIDE,Pyrazinamide [500 mg],Tabs,500s,500,81
1766,QUININE BI-SULPHATE,Quinine [300 mg],Tabs,1000s,1000,81
1766,QUININE BI-SULPHATE,Quinine [300 mg],Tabs,100s,100,81
 ,QUININE BISULPHATE,Quinine [0 ],Inj,100x1 ml,100,81
 ,QUININE BISULPHATE, ,Tabs,100s,100,81
 ,QUININE BISULPHATE, ,Tabs,10x10s,100,81
14431,RIACEN,Piroxicam [1 %w/w],Cream,15g,1,81
3966,RIFAMPICIN,Rifampicin [300 mg],Caps,12s,12,81
5422,RIFAMPICIN,Rifampicin [450 mg],Caps,12s,12,81
5422,RIFAMPICIN,Rifampicin [450 mg],Caps,1s,1,81
5422,RIFAMPICIN,Rifampicin [450 mg],Caps,20s,20,81
5422,RIFAMPICIN,Rifampicin [450 mg],Caps,100s,100,81
3966,RIFAMPICIN,Rifampicin [300 mg],Caps,1s,1,81
3966,RIFAMPICIN,Rifampicin [300 mg],Caps,20s,20,81
3966,RIFAMPICIN,Rifampicin [300 mg],Caps,100s,100,81
 ,SALOME,Amlodipine (Besylate) [5 mg],Tabs,20s,20,81
1767,SCABICURE,Benzyl Benzoate [25 %w/v],Lotion,120ml,1,81
1767,SCABICURE,Benzyl Benzoate [25 %w/v],Lotion,450ml,1,81
1767,SCABICURE,Benzyl Benzoate [25 %w/v],Lotion,60ml,1,81
1767,SCABICURE,Benzyl Benzoate [25 %w/v],Lotion,500ml,1,81
1767,SCABICURE,Benzyl Benzoate [25 %w/v],Lotion,1000ml,1,81
 ,SEVOFLURANE,"Calcium Chloride [7.85 g/l], Glucose [108 g/l], Magnesium Chloride [3.632 g/l], Potassium Chloride [7.96 g/l], Sodium Acetate [181 g/l], Sodium Chloride [197.05 g/l]",Soln,4.5L,1,81
1769,SODIUM CHLORIDE,Sodium Chloride [0.9 %w/v],Inf,500ml,1,81
1769,SODIUM CHLORIDE,Sodium Chloride [0.9 %w/v],Inf,1000ml,1,81
1878,SODIUM LACTATE 1/6 MOLAR,Sodium Lactate [167 mmol],Inf,500ml,1,81
1878,SODIUM LACTATE 1/6 MOLAR,Sodium Lactate [167 mmol],Inf,1000ml,1,81
 ,STERIFLEX DW,Glucose [0 ],Inf,1000ml,1,81
5793,STRONG POT CHLORIDE,Potassium Chloride [15 %w/v],Soln,10x10ml,100,81
7727,THEOPHYL,"Aminophylline [32 mg/5ml], Ammonium Chloride [30 mg/5ml], Diphenhydramine [8 mg/5ml], Menthol [0.98 mg/5ml]",Syrup,60ml,1,81
7727,THEOPHYL,"Aminophylline [32 mg/5ml], Ammonium Chloride [30 mg/5ml], Diphenhydramine [8 mg/5ml], Menthol [0.98 mg/5ml]",Syrup,500ml,1,81
7727,THEOPHYL,"Aminophylline [32 mg/5ml], Ammonium Chloride [30 mg/5ml], Diphenhydramine [8 mg/5ml], Menthol [0.98 mg/5ml]",Syrup,120ml,1,81
 ,THERAPLEX,"Calciferol [1000 IU], Calcium Pantothenate [20 mg], Cyanocobalamin [6 mcg], Nicotinamide [50 mg], Retinol (Vitamin A) [25000 IU], Riboflavin (Vitamin B2) [5 mg], Thiamine HCl (Vitamin B1) [10 mg]",Tabs,3x10s,30,81
10359,TOTIFEN,Ketotifen (Fumarate) [1 mg],Caps,30s,30,81
15247,TOTIFEN,Ketotifen (Fumarate) [1 mg/5ml],Syrup,60ml,1,81
24947,TRAUMANIL,Tramadol (HCl) [50 mg],Caps,10s,10,81
24948,TRAUMANIL,Tramadol (HCl) [50 mg/ml],Inj,2mlx5s,5,81
 ,TRIPOFED,"Ammonium Chloride [60 mg/5ml], Ephedrine [8 mg/5ml], Noscapine [15 mg/5ml], Sodium Citrate [45 mg/5ml], Triprolidine (HCl) [2 mg/5ml]",Syrup,60ml,1,81
 ,TRIPOFED,"Ammonium Chloride [60 mg/5ml], Ephedrine [8 mg/5ml], Noscapine [15 mg/5ml], Sodium Citrate [45 mg/5ml], Triprolidine (HCl) [2 mg/5ml]",Syrup,120ml,1,81
 ,TRIPOFED,"Ammonium Chloride [60 mg/5ml], Ephedrine [8 mg/5ml], Noscapine [15 mg/5ml], Sodium Citrate [45 mg/5ml], Triprolidine (HCl) [2 mg/5ml]",Syrup,450ml,1,81
22888,VEFRADIN,Cephradine [250 mg],Caps,12s,12,81
21678,VEFRADIN,Cephradine [500 mg],Caps,12s,12,81
13393,VEFRADIN,Cephradine [250 mg],Inj,Vial,1,81
13394,VEFRADIN,Cephradine [500 mg],Inj,Vial,1,81
21677,VEFRADIN,Cephradine [1 g],Inj,Vial,1,81
21679,VEFRADIN,Cephradine [125 mg/5ml],Susp,60ml,1,81
21680,VEFRADIN,Cephradine [250 mg/5ml],Susp,60ml,1,81
9874,VIDENE,Povidone-Iodine [10 %w/v],Soln,500ml,1,81
16856,WARCORIN,Warfarin (Na) [5 mg],Tabs,100s,100,81
 ,ZORIX,Azithromycin [200 mg/5ml],Susp,30ml,1,81
 ,ZORIX,Azithromycin [250 mg],Caps,6s,6,81
 ,AIKA,Amikacin (Sulphate) [50 mg],Inj,1s,1,82
33801,CEFRESH,Cephradine [250 mg],Inj,1s,1,82
33802,CEFRESH,Cephradine [500 mg],Inj,1s,1,82
33803,CEFRESH,Cephradine [1 g],Inj,1s,1,82
33480,CEFRESH,Cephradine [250 mg],Caps,12s,12,82
33481,CEFRESH,Cephradine [500 mg],Caps,12s,12,82
33482,CEFRESH,Cephradine [125 mg/5ml],Susp,60ml,1,82
33483,CEFRESH,Cephradine [250 mg/5ml],Susp,60ml,1,82
67512,LINZAC,Diclofenac (Na) [50 mg],Tabs,20s,20,82
67513,LINZAC,Diclofenac (Na) [100 mg],Tabs SR,30s,30,82
 ,MIROXIM,Cefuroxime [250 mg],Inj,Vial,1,82
 ,MIROXIM,Cefuroxime [750 mg],Inj,Vial,1,82
 ,OMELINZ,Omeprazole [20 mg],Caps,14s,14,82
 ,PSULB,"Cefoperazone [1 g], Sulbactam [1 g]",Inj,Vial,1,82
 ,PSULB,"Cefoperazone [500 mg], Sulbactam [500 mg]",Inj,Vial,1,82
 ,SOMELINZ,Esomeprazole [40 mg],Caps,14s,14,82
 ,SOMELINZ,Esomeprazole [20 mg],Caps,14s,14,82
33795,TAXOMIC,Cefixime [0 ],Inj,Vial,1,82
33796,TAXOMIC,Cefixime [500 mg],Inj,Vial,1,82
33797,TAXOMIC,Cefixime [1 g],Inj,Vial,1,82
 ,ZOXI,Ceftizoxime (Na) [250 mg],Inj,Vial,1,82
 ,ZOXI,Ceftizoxime (Na) [500 mg],Inj,Vial,1,82
 ,ZOXI,Ceftizoxime (Na) [1 g],Inj,Vial,1,82
 ,ZUPER,Cefaclor (Monohydrate) [125 mg/5ml],Susp,60ml,1,82
 ,ZUPER,Cefaclor (Monohydrate) [250 mg/5ml],Susp,60ml,1,82
35587,ACCENT,Sibutramine [15 mg],Caps,14s,14,83
11754,ADALIN,"Aminophylline [32 mg/5ml], Ammonium Chloride [30 mg/5ml], Diphenhydramine [8 mg/5ml], Menthol [0.98 mg/5ml]",Syrup,120ml,1,83
35569,ADYTUM,Ramipril [1.25 mg],Tabs,28s,28,83
35570,ADYTUM,Ramipril [2.5 mg],Tabs,28s,28,83
35571,ADYTUM,Ramipril [5 mg],Tabs,28s,28,83
67398,ADYTUM,Ramipril [2.5 mg],Tabs,30s,30,83
67398,ADYTUM-H,"Hydrochlorothiazide [12.5 mg], Ramipril [2.5 mg]",Tabs,30s,30,83
67052,ALENOR,Desloratadine [2.5 mg/5ml],Syrup,120ml,1,83
53481,ALENOR,Desloratadine [5 mg],Tabs,10s,10,83
67053,ALENOR REDITAB,Desloratadine [2.5 mg],Tabs,10s,10,83
67054,ALENOR REDITAB,Desloratadine [5 mg],Tabs,10s,10,83
9799,ANGIZEM,Diltiazem (HCl) [30 mg],Tabs,30s,30,83
13847,ANGIZEM,Diltiazem (HCl) [60 mg],Tabs,30s,30,83
 ,ASCOGIN,"Aspirin [300 mg], Paracetamol [200 mg]",Tabs,500s,500,83
67146,ATIZOR,Azithromycin [500 mg],Tabs,6s,6,83
67147,ATIZOR,Azithromycin [250 mg],Tabs,1x6s,6,83
61834,ATIZOX,Nitazoxanide [100 mg/5ml],Susp,30ml,1,83
37769,BENZA L-A,Benzathine Penicillin [0.6 MIU],Inj,Vial,1,83
37770,BENZA L-A,Benzathine Penicillin [1.2 MIU],Inj,Vial,1,83
16365,BIOTONE,"Kola Alcoholate [3.42 g/amp], Manganese [0.028 g/amp], Phosphorus [0.57 g/amp]",Oral Soln,10 Amps,1,83
13849,BISMOL,Bismuth Subsalicylates [88 mg/5ml],Susp,120ml,1,83
13846,BISMOL,Bismuth Subsalicylates [265 mg],Tabs,20s,20,83
 ,BOROSOL, ,Soln,25g,1,83
36360,CADLA,Alfacalcidol [0.5 mcg],Tabs,2x10s,20,83
55750,CALNATE,Alendronate (Na) [70 mg],Tabs,10s,10,83
 ,CARAC,Candesartan [32 mg],Tabs,10s,10,83
 ,CARAC,Candesartan [8 mg],Tabs,14s,14,83
 ,CARAC,Candesartan [16 mg],Tabs,14s,14,83
55893,CARAC-H,"Candesartan [16 mg], Hydrochlorothiazide [12.5 mg]",Tabs,28s,28,83
 ,CARMINATIVE MIX (ADULTS),"Citric Acid [0 0], Sodium Bicarbonate [0 0], Sodium Tartrate [0 0], Tartaric Acid [0 0]",Mixture,120ml,1,83
